id,scene_id,image,query_type,question,option_A,option_B,option_C,option_D,option_E,answer,answer_text,split_group,ood_axis,layout_family,lighting_condition,clutter_level,task_family
tray_054_q00,tray_054,images/tray_054.png,instrument_slot,Which compartment contains the scalpel?,Slot 4,Slot 2,Slot 1,Slot 3,Slot 5,A,Slot 4,ood_dense_clutter,dense_clutter,standard_grid,normal,high,inventory_check
tray_054_q01,tray_054,images/tray_054.png,empty_slot,Which numbered compartment is empty?,Slot 4,Slot 2,Slot 3,Slot 1,Slot 5,B,Slot 2,ood_dense_clutter,dense_clutter,standard_grid,normal,high,inventory_check
tray_054_q02,tray_054,images/tray_054.png,indicator_color,What color is the sterility indicator strip?,blue,amber,pink,brown,green,A,blue,ood_dense_clutter,dense_clutter,standard_grid,normal,high,sterility_check
tray_054_q03,tray_054,images/tray_054.png,tag_code,What two-digit tray tag is displayed?,72,96,35,97,54,C,35,ood_dense_clutter,dense_clutter,standard_grid,normal,high,text_reading
tray_054_q04,tray_054,images/tray_054.png,seal_breach,Where is the red wrap breach mark located?,upper-right,center,upper-left,lower-left,lower-right,A,upper-right,ood_dense_clutter,dense_clutter,standard_grid,normal,high,sterility_check
tray_054_q05,tray_054,images/tray_054.png,orientation_arrow,Which direction does the orange orientation arrow point?,down,right,diagonal,up,left,D,up,ood_dense_clutter,dense_clutter,standard_grid,normal,high,spatial_reasoning
tray_054_q06,tray_054,images/tray_054.png,instrument_count,How many clamp items are visible?,1,2,0,3,4,B,2,ood_dense_clutter,dense_clutter,standard_grid,normal,high,inventory_check
tray_054_q07,tray_054,images/tray_054.png,checklist_order,"In the checklist strip, which step comes immediately after step 5?",2,1,3,5,4,E,4,ood_dense_clutter,dense_clutter,standard_grid,normal,high,sequence_memory
tray_055_q00,tray_055,images/tray_055.png,instrument_slot,Which compartment contains the forceps?,Slot 4,Slot 5,Slot 3,Slot 1,Slot 2,B,Slot 5,ood_dense_clutter,dense_clutter,standard_grid,normal,high,inventory_check
tray_055_q01,tray_055,images/tray_055.png,empty_slot,Which numbered compartment is empty?,Slot 5,Slot 4,Slot 1,Slot 2,Slot 3,B,Slot 4,ood_dense_clutter,dense_clutter,standard_grid,normal,high,inventory_check
tray_055_q02,tray_055,images/tray_055.png,indicator_color,What color is the sterility indicator strip?,green,pink,amber,blue,brown,A,green,ood_dense_clutter,dense_clutter,standard_grid,normal,high,sterility_check
tray_055_q03,tray_055,images/tray_055.png,tag_code,What two-digit tray tag is displayed?,34,38,40,91,23,A,34,ood_dense_clutter,dense_clutter,standard_grid,normal,high,text_reading
tray_055_q04,tray_055,images/tray_055.png,seal_breach,Where is the red wrap breach mark located?,lower-left,lower-right,upper-left,center,upper-right,B,lower-right,ood_dense_clutter,dense_clutter,standard_grid,normal,high,sterility_check
tray_055_q05,tray_055,images/tray_055.png,orientation_arrow,Which direction does the orange orientation arrow point?,left,diagonal,right,down,up,E,up,ood_dense_clutter,dense_clutter,standard_grid,normal,high,spatial_reasoning
tray_055_q06,tray_055,images/tray_055.png,instrument_count,How many clamp items are visible?,1,4,3,2,0,D,2,ood_dense_clutter,dense_clutter,standard_grid,normal,high,inventory_check
tray_055_q07,tray_055,images/tray_055.png,checklist_order,"In the checklist strip, which step comes immediately after step 1?",4,3,5,2,1,C,5,ood_dense_clutter,dense_clutter,standard_grid,normal,high,sequence_memory
